Title,Date,Rank,Gross,%YD,%LW,Theaters,Per Theater,Total Gross,Days
80 for Brady (2023),2023-02-14T00:00:00Z,4,1664918,+115,-34,3939,423.0,27208581,12.0
80 for Brady (2023),2023-02-15T00:00:00Z,2,787148,-53,-41,3939,200.0,27995729,13.0
Missing (2023),2023-01-19T00:00:00Z,P,760000,,,2672,284.0,760000,
Missing (2023),2023-01-20T00:00:00Z,2,3433703,,,3025,1135.0,3433703,1.0
Missing (2023),2023-01-21T00:00:00Z,5,3678378,+7,,3025,1216.0,7112081,2.0
Missing (2023),2023-01-22T00:00:00Z,5,2042614,-44,,3025,675.0,9154695,3.0
Missing (2023),2023-01-23T00:00:00Z,5,635259,-69,,3025,210.0,9789954,4.0
Missing (2023),2023-01-24T00:00:00Z,4,986437,+55,,3025,326.0,10776391,5.0
Missing (2023),2023-01-25T00:00:00Z,6,543286,-45,,3025,180.0,11319677,6.0
Missing (2023),2023-01-26T00:00:00Z,7,574740,+6,,3025,190.0,11894417,7.0
Missing (2023),2023-01-27T00:00:00Z,6,1561509,+172,-55,3025,516.0,13455926,8.0
Missing (2023),2023-01-28T00:00:00Z,6,2738923,+75,-26,3025,905.0,16194849,9.0
Missing (2023),2023-01-29T00:00:00Z,6,1372591,-50,-33,3025,454.0,17567440,10.0
Missing (2023),2023-01-30T00:00:00Z,-,386212,-72,-39,3025,128.0,17953652,11.0
Missing (2023),2023-01-31T00:00:00Z,5,621455,+61,-37,3025,205.0,18575107,12.0
Missing (2023),2023-02-01T00:00:00Z,-,380108,-39,-30,3025,126.0,18955215,13.0
Missing (2023),2023-02-02T00:00:00Z,-,336879,-11,-41,3025,111.0,19292094,14.0
Missing (2023),2023-02-03T00:00:00Z,-,942433,+180,-40,2565,367.0,20234527,15.0
Missing (2023),2023-02-04T00:00:00Z,-,1779851,+89,-35,2565,694.0,22014378,16.0
Missing (2023),2023-02-05T00:00:00Z,-,988591,-44,-28,2565,385.0,23002969,17.0
Missing (2023),2023-02-06T00:00:00Z,-,218966,-78,-43,2565,85.0,23221935,18.0
Missing (2023),2023-02-07T00:00:00Z,6,365250,+67,-41,2565,142.0,23587185,19.0
Missing (2023),2023-02-08T00:00:00Z,6,223642,-39,-41,2565,87.0,23810827,20.0
Missing (2023),2023-02-09T00:00:00Z,-,215294,-4,-36,2565,84.0,24026121,21.0
Missing (2023),2023-02-10T00:00:00Z,8,711828,+231,-24,2315,307.0,24737949,22.0
Missing (2023),2023-02-11T00:00:00Z,7,1380727,+94,-22,2315,596.0,26118676,23.0
Missing (2023),2023-02-12T00:00:00Z,8,459593,-67,-54,2315,199.0,26578269,24.0
Missing (2023),2023-02-13T00:00:00Z,8,236655,-49,+8,2315,102.0,26814924,25.0
Missing (2023),2023-02-14T00:00:00Z,8,774487,+227,+112,2315,335.0,27589411,26.0
Missing (2023),2023-02-15T00:00:00Z,9,220155,-72,-2,2315,95.0,27809566,27.0
Knock at the Cabin (2023),2023-02-02T00:00:00Z,P,1450000,,,0,,1450000,
Knock at the Cabin (2023),2023-02-03T00:00:00Z,1,5409055,,,3643,1485.0,5409055,1.0
Knock at the Cabin (2023),2023-02-04T00:00:00Z,1,5488185,+1,,3643,1507.0,10897240,2.0
Knock at the Cabin (2023),2023-02-05T00:00:00Z,3,3229930,-41,,3643,887.0,14127170,3.0
Knock at the Cabin (2023),2023-02-06T00:00:00Z,2,909670,-72,,3643,250.0,15036840,4.0
Knock at the Cabin (2023),2023-02-07T00:00:00Z,2,1387130,+52,,3643,381.0,16423970,5.0
Knock at the Cabin (2023),2023-02-08T00:00:00Z,2,803700,-42,,3643,221.0,17227670,6.0
Knock at the Cabin (2023),2023-02-09T00:00:00Z,2,718325,-11,,3643,197.0,17945995,7.0
Knock at the Cabin (2023),2023-02-10T00:00:00Z,5,1698120,+136,-69,3657,464.0,19644115,8.0
Knock at the Cabin (2023),2023-02-11T00:00:00Z,5,2818405,+66,-49,3657,771.0,22462520,9.0
Knock at the Cabin (2023),2023-02-12T00:00:00Z,6,909155,-68,-72,3657,249.0,23371675,10.0
Knock at the Cabin (2023),2023-02-13T00:00:00Z,5,564950,-38,-38,3657,154.0,23936625,11.0
Knock at the Cabin (2023),2023-02-14T00:00:00Z,5,1587460,+181,+14,3657,434.0,25524085,12.0
Knock at the Cabin (2023),2023-02-15T00:00:00Z,6,507095,-68,-37,3657,139.0,26031180,13.0
Pathaan (2023),2023-01-25T00:00:00Z,1,1490951,,,647,2304.0,1490951,1.0
Pathaan (2023),2023-01-26T00:00:00Z,2,1107218,-26,,658,1683.0,2598169,2.0
Pathaan (2023),2023-01-27T00:00:00Z,4,1858203,+68,,695,2674.0,4456372,3.0
Pathaan (2023),2023-01-28T00:00:00Z,5,2869758,+54,,695,4129.0,7326130,4.0
Pathaan (2023),2023-01-29T00:00:00Z,3,2164221,-25,,692,3127.0,9490351,5.0
Pathaan (2023),2023-01-30T00:00:00Z,-,586167,-73,,697,841.0,10076518,6.0
Pathaan (2023),2023-01-31T00:00:00Z,4,746335,+27,,697,1071.0,10822853,7.0
Pathaan (2023),2023-02-01T00:00:00Z,-,429563,-42,-71,697,616.0,11252416,8.0
Pathaan (2023),2023-02-02T00:00:00Z,-,326197,-24,-71,697,468.0,11578613,9.0
Pathaan (2023),2023-02-03T00:00:00Z,-,686482,+110,-63,683,1005.0,12265095,10.0
Pathaan (2023),2023-02-04T00:00:00Z,-,1192440,+74,-58,683,1746.0,13457535,11.0
Pathaan (2023),2023-02-05T00:00:00Z,-,804120,-33,-63,683,1177.0,14261655,12.0
Pathaan (2023),2023-02-06T00:00:00Z,-,161350,-80,-72,683,236.0,14423005,13.0
Pathaan (2023),2023-02-07T00:00:00Z,-,299409,+86,-60,683,438.0,14722414,14.0
Pathaan (2023),2023-02-08T00:00:00Z,-,133914,-55,-69,683,196.0,14856328,15.0
Pathaan (2023),2023-02-09T00:00:00Z,-,106722,-20,-67,683,156.0,14963050,16.0
Pathaan (2023),2023-02-10T00:00:00Z,-,262400,+146,-62,492,533.0,15225450,17.0
Pathaan (2023),2023-02-11T00:00:00Z,-,476131,+81,-60,492,968.0,15701581,18.0
Pathaan (2023),2023-02-12T00:00:00Z,10,238023,-50,-70,492,484.0,15939604,19.0
Black Panther: Wakanda Forever (2022),2022-11-10T00:00:00Z,P,28000000,,,0,,28000000,
Black Panther: Wakanda Forever (2022),2022-11-11T00:00:00Z,1,84285721,,,4396,19173.0,84285721,1.0
Black Panther: Wakanda Forever (2022),2022-11-12T00:00:00Z,1,56131051,-33,,4396,12769.0,140416772,2.0
Black Panther: Wakanda Forever (2022),2022-11-13T00:00:00Z,1,40922989,-27,,4396,9309.0,181339761,3.0
Black Panther: Wakanda Forever (2022),2022-11-14T00:00:00Z,1,11125499,-73,,4396,2531.0,192465260,4.0
Black Panther: Wakanda Forever (2022),2022-11-15T00:00:00Z,1,12636707,+14,,4396,2875.0,205101967,5.0
Black Panther: Wakanda Forever (2022),2022-11-16T00:00:00Z,1,8110601,-36,,4396,1845.0,213212568,6.0
Black Panther: Wakanda Forever (2022),2022-11-17T00:00:00Z,1,7480079,-8,,4396,1702.0,220692647,7.0
Black Panther: Wakanda Forever (2022),2022-11-18T00:00:00Z,1,17999138,+141,-79,4396,4094.0,238691785,8.0
Black Panther: Wakanda Forever (2022),2022-11-19T00:00:00Z,1,28772668,+60,-49,4396,6545.0,267464453,9.0
Black Panther: Wakanda Forever (2022),2022-11-20T00:00:00Z,1,19710460,-31,-52,4396,4484.0,287174913,10.0
Black Panther: Wakanda Forever (2022),2022-11-21T00:00:00Z,1,7002759,-64,-37,4396,1593.0,294177672,11.0
Black Panther: Wakanda Forever (2022),2022-11-22T00:00:00Z,1,9492924,+36,-25,4396,2159.0,303670596,12.0
Black Panther: Wakanda Forever (2022),2022-11-23T00:00:00Z,1,10052869,+6,+24,4258,2361.0,313723465,13.0
Black Panther: Wakanda Forever (2022),2022-11-24T00:00:00Z,1,8164083,-19,+9,4258,1917.0,321887548,14.0
Black Panther: Wakanda Forever (2022),2022-11-25T00:00:00Z,1,18230476,+123,+1,4258,4281.0,340118024,15.0
Black Panther: Wakanda Forever (2022),2022-11-26T00:00:00Z,1,17599193,-3,-39,4258,4133.0,357717217,16.0
Black Panther: Wakanda Forever (2022),2022-11-27T00:00:00Z,1,9754235,-45,-51,4258,2291.0,367471452,17.0
Black Panther: Wakanda Forever (2022),2022-11-28T00:00:00Z,1,2208258,-77,-68,4258,519.0,369679710,18.0
Black Panther: Wakanda Forever (2022),2022-11-29T00:00:00Z,1,2681411,+21,-72,4258,630.0,372361121,19.0
Black Panther: Wakanda Forever (2022),2022-11-30T00:00:00Z,1,1918716,-28,-81,4258,451.0,374279837,20.0
Black Panther: Wakanda Forever (2022),2022-12-01T00:00:00Z,1,1851240,-4,-77,4258,435.0,376131077,21.0
Black Panther: Wakanda Forever (2022),2022-12-02T00:00:00Z,2,4459381,+141,-76,3855,1157.0,380590458,22.0
Black Panther: Wakanda Forever (2022),2022-12-03T00:00:00Z,1,8171837,+83,-54,3855,2120.0,388762295,23.0
Black Panther: Wakanda Forever (2022),2022-12-04T00:00:00Z,1,4908833,-40,-50,3855,1273.0,393671128,24.0
Black Panther: Wakanda Forever (2022),2022-12-05T00:00:00Z,1,1162850,-76,-47,3855,302.0,394833978,25.0
Black Panther: Wakanda Forever (2022),2022-12-06T00:00:00Z,1,1567075,+35,-42,3855,407.0,396401053,26.0
Black Panther: Wakanda Forever (2022),2022-12-07T00:00:00Z,1,1144653,-27,-40,3855,297.0,397545706,27.0
Black Panther: Wakanda Forever (2022),2022-12-08T00:00:00Z,1,1165072,+2,-37,3855,302.0,398710778,28.0
Black Panther: Wakanda Forever (2022),2022-12-09T00:00:00Z,1,2860689,+146,-36,3725,768.0,401571467,29.0
Black Panther: Wakanda Forever (2022),2022-12-10T00:00:00Z,1,5178818,+81,-37,3725,1390.0,406750285,30.0
Black Panther: Wakanda Forever (2022),2022-12-11T00:00:00Z,1,3195195,-38,-35,3725,858.0,409945480,31.0
Black Panther: Wakanda Forever (2022),2022-12-12T00:00:00Z,1,903453,-72,-22,3725,243.0,410848933,32.0
Black Panther: Wakanda Forever (2022),2022-12-13T00:00:00Z,1,1144342,+27,-27,3725,307.0,411993275,33.0
Black Panther: Wakanda Forever (2022),2022-12-14T00:00:00Z,1,909059,-21,-21,3725,244.0,412902334,34.0
Black Panther: Wakanda Forever (2022),2022-12-15T00:00:00Z,1,688851,-24,-41,3725,185.0,413591185,35.0
Black Panther: Wakanda Forever (2022),2022-12-16T00:00:00Z,2,1459454,+112,-49,3380,432.0,415050639,36.0
Black Panther: Wakanda Forever (2022),2022-12-17T00:00:00Z,2,2274228,+56,-56,3380,673.0,417324867,37.0
Black Panther: Wakanda Forever (2022),2022-12-18T00:00:00Z,2,1613161,-29,-50,3380,477.0,418938028,38.0
Black Panther: Wakanda Forever (2022),2022-12-19T00:00:00Z,2,836634,-48,-7,3380,248.0,419774662,39.0
Black Panther: Wakanda Forever (2022),2022-12-20T00:00:00Z,2,1100937,+32,-4,3380,326.0,420875599,40.0
Black Panther: Wakanda Forever (2022),2022-12-21T00:00:00Z,3,898080,-18,-1,3380,266.0,421773679,41.0
Black Panther: Wakanda Forever (2022),2022-12-22T00:00:00Z,3,881722,-2,+28,3380,261.0,422655401,42.0
Black Panther: Wakanda Forever (2022),2022-12-23T00:00:00Z,5,986968,+12,-32,2250,439.0,423642369,43.0
Black Panther: Wakanda Forever (2022),2022-12-24T00:00:00Z,4,785679,-20,-65,2250,349.0,424428048,44.0
Black Panther: Wakanda Forever (2022),2022-12-25T00:00:00Z,5,1719937,+119,+7,2250,764.0,426147985,45.0
Black Panther: Wakanda Forever (2022),2022-12-26T00:00:00Z,3,2014246,+17,+141,2250,895.0,428162231,46.0
Black Panther: Wakanda Forever (2022),2022-12-27T00:00:00Z,3,1784546,-11,+62,2250,793.0,429946777,47.0
Black Panther: Wakanda Forever (2022),2022-12-28T00:00:00Z,3,1608074,-10,+79,2250,715.0,431554851,48.0
Black Panther: Wakanda Forever (2022),2022-12-29T00:00:00Z,3,1590802,-1,+80,2250,707.0,433145653,49.0
Black Panther: Wakanda Forever (2022),2022-12-30T00:00:00Z,3,1931001,+21,+96,2310,836.0,435076654,50.0
Black Panther: Wakanda Forever (2022),2022-12-31T00:00:00Z,3,1422992,-26,+81,2310,616.0,436499646,51.0
Black Panther: Wakanda Forever (2022),2023-01-01T00:00:00Z,3,1791721,+26,+4,2310,776.0,438291367,52.0
Black Panther: Wakanda Forever (2022),2023-01-02T00:00:00Z,3,1643640,-8,-18,2310,712.0,439935007,53.0
Black Panther: Wakanda Forever (2022),2023-01-03T00:00:00Z,3,852850,-48,-52,2310,369.0,440787857,54.0
Black Panther: Wakanda Forever (2022),2023-01-04T00:00:00Z,3,665349,-22,-59,2310,288.0,441453206,55.0
Black Panther: Wakanda Forever (2022),2023-01-05T00:00:00Z,3,586410,-12,-63,2310,254.0,442039616,56.0
Black Panther: Wakanda Forever (2022),2023-01-06T00:00:00Z,5,972586,+66,-50,2255,431.0,443012202,57.0
Black Panther: Wakanda Forever (2022),2023-01-07T00:00:00Z,5,1600077,+65,+12,2255,710.0,444612279,58.0
Black Panther: Wakanda Forever (2022),2023-01-08T00:00:00Z,5,950793,-41,-47,2255,422.0,445563072,59.0
Black Panther: Wakanda Forever (2022),2023-01-09T00:00:00Z,5,323653,-66,-80,2255,144.0,445886725,60.0
Black Panther: Wakanda Forever (2022),2023-01-10T00:00:00Z,5,393707,+22,-54,2255,175.0,446280432,61.0
Black Panther: Wakanda Forever (2022),2023-01-11T00:00:00Z,6,332614,-16,-50,2255,148.0,446613046,62.0
Black Panther: Wakanda Forever (2022),2023-01-12T00:00:00Z,5,299326,-10,-49,2255,133.0,446912372,63.0
Black Panther: Wakanda Forever (2022),2023-01-13T00:00:00Z,7,544042,+82,-44,1910,285.0,447456414,64.0
Black Panther: Wakanda Forever (2022),2023-01-14T00:00:00Z,7,1058974,+95,-34,1910,554.0,448515388,65.0
Black Panther: Wakanda Forever (2022),2023-01-15T00:00:00Z,7,862247,-19,-9,1910,451.0,449377635,66.0
Black Panther: Wakanda Forever (2022),2023-01-16T00:00:00Z,6,634523,-26,+96,1910,332.0,450012158,67.0
Black Panther: Wakanda Forever (2022),2023-01-17T00:00:00Z,8,189032,-70,-52,1910,99.0,450201190,68.0
Black Panther: Wakanda Forever (2022),2023-01-18T00:00:00Z,8,135713,-28,-59,1910,71.0,450336903,69.0
Black Panther: Wakanda Forever (2022),2023-01-19T00:00:00Z,8,143849,+6,-52,1910,75.0,450480752,70.0
Black Panther: Wakanda Forever (2022),2023-01-20T00:00:00Z,10,337361,+135,-38,1525,221.0,450818113,71.0
Black Panther: Wakanda Forever (2022),2023-01-21T00:00:00Z,8,668848,+98,-37,1525,439.0,451486961,72.0
Black Panther: Wakanda Forever (2022),2023-01-22T00:00:00Z,9,356400,-47,-59,1525,234.0,451843361,73.0
Black Panther: Wakanda Forever (2022),2023-01-23T00:00:00Z,-,108772,-69,-83,1525,71.0,451952133,74.0
Black Panther: Wakanda Forever (2022),2023-01-24T00:00:00Z,-,125116,+15,-34,1525,82.0,452077249,75.0
Black Panther: Wakanda Forever (2022),2023-01-25T00:00:00Z,-,97770,-22,-28,1525,64.0,452175019,76.0
Black Panther: Wakanda Forever (2022),2023-01-26T00:00:00Z,-,98874,+1,-31,1525,65.0,452273893,77.0
Black Panther: Wakanda Forever (2022),2023-01-27T00:00:00Z,-,177985,+80,-47,1030,173.0,452451878,78.0
Black Panther: Wakanda Forever (2022),2023-01-28T00:00:00Z,15,390221,+119,-42,1030,379.0,452842099,79.0
Black Panther: Wakanda Forever (2022),2023-01-29T00:00:00Z,15,189369,-51,-47,1030,184.0,453031468,80.0
Black Panther: Wakanda Forever (2022),2023-01-30T00:00:00Z,-,60830,-68,-44,1030,59.0,453092298,81.0
Black Panther: Wakanda Forever (2022),2023-01-31T00:00:00Z,-,63982,+5,-49,1030,62.0,453156280,82.0
Black Panther: Wakanda Forever (2022),2023-02-01T00:00:00Z,-,53475,-16,-45,1030,52.0,453209755,83.0
Black Panther: Wakanda Forever (2022),2023-02-02T00:00:00Z,-,41845,-22,-58,1030,41.0,453251600,84.0
Black Panther: Wakanda Forever (2022),2023-02-03T00:00:00Z,-,48823,+17,-73,430,114.0,453300423,85.0
Black Panther: Wakanda Forever (2022),2023-02-04T00:00:00Z,-,111125,+128,-72,430,258.0,453411548,86.0
Black Panther: Wakanda Forever (2022),2023-02-05T00:00:00Z,-,62776,-44,-67,430,146.0,453474324,87.0
Black Panther: Wakanda Forever (2022),2023-02-06T00:00:00Z,-,17097,-73,-72,430,40.0,453491421,88.0
Black Panther: Wakanda Forever (2022),2023-02-07T00:00:00Z,-,20871,+22,-67,430,49.0,453512292,89.0
Black Panther: Wakanda Forever (2022),2023-02-08T00:00:00Z,-,18155,-13,-66,430,42.0,453530447,90.0
Black Panther: Wakanda Forever (2022),2023-02-09T00:00:00Z,-,15932,-12,-62,430,37.0,453546379,91.0
Black Panther: Wakanda Forever (2022),2023-02-10T00:00:00Z,-,19332,+21,-60,200,97.0,453565711,92.0
Black Panther: Wakanda Forever (2022),2023-02-11T00:00:00Z,-,43378,+124,-61,200,217.0,453609089,93.0
Black Panther: Wakanda Forever (2022),2023-02-12T00:00:00Z,-,17236,-60,-73,200,86.0,453626325,94.0
Black Panther: Wakanda Forever (2022),2023-02-13T00:00:00Z,-,8687,-50,-49,200,43.0,453635012,95.0
Black Panther: Wakanda Forever (2022),2023-02-14T00:00:00Z,-,20034,+131,-4,200,100.0,453655046,96.0
Black Panther: Wakanda Forever (2022),2023-02-15T00:00:00Z,-,8623,-57,-53,200,43.0,453663669,97.0
